"Time	Open	High	Low	Close	Volume",,,,,,,Label
"2022-02-09 04:00:00	1.35587	1.35624	1.35373	1.35529	5861	8",,,,,,,0
"2022-02-09 08:00:00	1.35527	1.35891	1.35442	1.35762	15202	7",,,,,,,0
"2022-02-09 12:00:00	1.35762	1.35853	1.35455	1.35459	16904	8",,,,,,,0
"2022-02-09 16:00:00	1.35459	1.35564	1.35294	1.35353	9392	6",,,,,,,0
"2022-02-09 20:00:00	1.35347	1.35378	1.35266	1.35322	3476	6",,,,,,,0
"2022-02-10 00:00:00	1.35323	1.35359	1.35259	1.3532	6957	10",,,,,,,0
"2022-02-10 04:00:00	1.35317	1.35469	1.35283	1.35467	7267	9",,,,,,,0
"2022-02-10 08:00:00	1.35468	1.35789	1.35431	1.35686	17148	8",,,,,,,0
"2022-02-10 12:00:00	1.35685	1.36192	1.3523	1.3615	39465	7",,,,,,,0
"2022-02-10 16:00:00	1.36151	1.36432	1.35715	1.35739	27660	6",,,,,,,0
"2022-02-10 20:00:00	1.3574	1.35799	1.35406	1.3549	10495	7",,,,,,,0
"2022-02-11 00:00:00	1.35489	1.35553	1.35326	1.35386	11645	10",,,,,,,0
"2022-02-11 04:00:00	1.35385	1.35438	1.35136	1.35347	14410	10",,,,,,,0
"2022-02-11 08:00:00	1.35347	1.35702	1.35195	1.35623	22407	8",,,,,,,0
"2022-02-11 12:00:00	1.35624	1.36094	1.35602	1.36026	28192	8",,,,,,,0
"2022-02-11 16:00:00	1.36026	1.36057	1.35413	1.35485	35695	6",,,,,,,0
"2022-02-11 20:00:00	1.35486	1.35631	1.35414	1.35557	15736	8",,,,,,,0
"2022-02-14 00:00:00	1.35684	1.35715	1.35343	1.35349	10860	10",,,,,,,0
"2022-02-14 04:00:00	1.35348	1.35479	1.35272	1.35385	10765	8",,,,,,,0
"2022-02-14 08:00:00	1.35381	1.35394	1.34948	1.35139	27608	8",,,,,,,0
"2022-02-14 12:00:00	1.35141	1.35473	1.35015	1.3513	39123	8",,,,,,,0
"2022-02-14 16:00:00	1.35126	1.35407	1.35088	1.35196	27336	7",,,,,,,0
"2022-02-14 20:00:00	1.3519	1.35344	1.35159	1.35319	8625	8",,,,,,,0
"2022-02-15 00:00:00	1.35318	1.35458	1.35313	1.35368	9443	10",,,,,,,0
"2022-02-15 04:00:00	1.35369	1.35429	1.35272	1.35309	11774	9",,,,,,,0
"2022-02-15 08:00:00	1.35313	1.35666	1.35276	1.35387	29898	7",,,,,,,0
"2022-02-15 12:00:00	1.35387	1.35529	1.34862	1.35209	31397	8",,,,,,,0
"2022-02-15 16:00:00	1.35209	1.35414	1.35204	1.3535	12436	6",,,,,,,0
"2022-02-15 20:00:00	1.35348	1.35437	1.35285	1.35401	7924	7",,,,,,,0
"2022-02-16 00:00:00	1.354	1.35491	1.35387	1.35395	8063	10",,,,,,,0
"2022-02-16 04:00:00	1.35395	1.35624	1.35383	1.35585	7393	8",,,,,,,0
"2022-02-16 08:00:00	1.35585	1.35744	1.35535	1.35581	17734	8",,,,,,,0
"2022-02-16 12:00:00	1.35579	1.35912	1.35393	1.35796	25562	7",,,,,,,0
"2022-02-16 16:00:00	1.35796	1.36003	1.35699	1.35997	20138	6",,,,,,,0
"2022-02-16 20:00:00	1.35993	1.36009	1.35778	1.35815	5917	8",,,,,,,0
"2022-02-17 00:00:00	1.35811	1.35973	1.35603	1.35613	10317	9",,,,,,,0
"2022-02-17 04:00:00	1.35614	1.3597	1.35549	1.35959	20299	11",,,,,,,0
"2022-02-17 08:00:00	1.35959	1.36191	1.35679	1.36082	26581	8",,,,,,,0
"2022-02-17 12:00:00	1.36083	1.36378	1.36025	1.36199	33595	9",,,,,,,0
"2022-02-17 16:00:00	1.36198	1.36315	1.3617	1.36228	12658	7",,,,,,,0
"2022-02-17 20:00:00	1.36228	1.36236	1.36108	1.36141	9146	7",,,,,,,0
"2022-02-18 00:00:00	1.36139	1.3618	1.35995	1.36119	11485	10",,,,,,,0
"2022-02-18 04:00:00	1.36116	1.36266	1.36047	1.36232	8983	9",,,,,,,0
"2022-02-18 08:00:00	1.3623	1.36425	1.36106	1.36164	21665	9",,,,,,,0
"2022-02-18 12:00:00	1.36165	1.36253	1.35806	1.35826	27405	8",,,,,,,0
"2022-02-18 16:00:00	1.35825	1.36057	1.35727	1.36014	20133	7",,,,,,,0
"2022-02-18 20:00:00	1.36013	1.36049	1.35839	1.35839	6510	8",,,,,,,0
"2022-02-21 00:00:00	1.35909	1.36232	1.35853	1.36191	11200	9",,,,,,,0
"2022-02-21 04:00:00	1.36191	1.36321	1.36149	1.36281	9186	8",,,,,,,0
"2022-02-21 08:00:00	1.36281	1.36381	1.36103	1.36188	21248	8",,,,,,,0
"2022-02-21 12:00:00	1.36189	1.36224	1.35936	1.36068	29935	9",,,,,,,0
"2022-02-21 16:00:00	1.36069	1.36179	1.35965	1.36037	14175	8",,,,,,,0
"2022-02-21 20:00:00	1.36037	1.36053	1.35814	1.35945	5591	13",,,,,,,0
"2022-02-22 00:00:00	1.35945	1.35992	1.35791	1.35864	10894	11",,,,,,,0
"2022-02-22 04:00:00	1.35865	1.35983	1.35659	1.3566	13264	9",,,,,,,0
"2022-02-22 08:00:00	1.3566	1.35965	1.35446	1.35538	28500	9",,,,,,,0
"2022-02-22 12:00:00	1.35538	1.36029	1.35381	1.35904	26371	8",,,,,,,0
"2022-02-22 16:00:00	1.35906	1.36047	1.35756	1.35916	16706	6",,,,,,,0
"2022-02-22 20:00:00	1.35917	1.35948	1.35792	1.35878	9672	7",,,,,,,0
"2022-02-23 00:00:00	1.35878	1.36037	1.35846	1.35937	9245	11",,,,,,,0
"2022-02-23 04:00:00	1.35937	1.36097	1.35881	1.36073	10176	9",,,,,,,-1
"2022-02-23 08:00:00	1.36073	1.36203	1.35845	1.35857	23041	8",,,,,,,-1
"2022-02-23 12:00:00	1.35854	1.36067	1.3555	1.35597	23026	8",,,,,,,-1
"2022-02-23 16:00:00	1.35598	1.35635	1.35355	1.35376	13380	7",,,,,,,-1
"2022-02-23 20:00:00	1.35374	1.35491	1.35364	1.35445	8613	7",,,,,,,-1
"2022-02-24 00:00:00	1.35444	1.35463	1.3511	1.35134	18279	11",,,,,,,-1
"2022-02-24 04:00:00	1.35133	1.35166	1.34624	1.3478	35027	13",,,,,,,-1
"2022-02-24 08:00:00	1.34783	1.34938	1.33831	1.33962	45870	8",,,,,,,-1
"2022-02-24 12:00:00	1.33964	1.34195	1.32733	1.32747	48669	8",,,,,,,-1
"2022-02-24 16:00:00	1.32748	1.34047	1.32726	1.33811	42068	6",,,,,,,-1
"2022-02-24 20:00:00	1.33815	1.34029	1.33686	1.33711	13314	8",,,,,,,-1
"2022-02-25 00:00:00	1.33712	1.34221	1.33688	1.34221	20860	10",,,,,,,-1
"2022-02-25 04:00:00	1.3422	1.34386	1.3409	1.34181	19081	9",,,,,,,-1
"2022-02-25 08:00:00	1.34182	1.34271	1.33673	1.33852	33346	9",,,,,,,-1
"2022-02-25 12:00:00	1.33852	1.34213	1.33665	1.34165	42820	8",,,,,,,-1
"2022-02-25 16:00:00	1.34163	1.34243	1.33812	1.34107	15341	6",,,,,,,-1
"2022-02-25 20:00:00	1.34107	1.34191	1.34046	1.34054	5056	7",,,,,,,-1
"2022-02-28 00:00:00	1.33712	1.33817	1.33443	1.33467	33673	13",,,,,,,-1
"2022-02-28 04:00:00	1.33467	1.33875	1.33412	1.33731	21359	10",,,,,,,-1
"2022-02-28 08:00:00	1.33731	1.34115	1.33515	1.33931	32410	9",,,,,,,0
"2022-02-28 12:00:00	1.33932	1.34314	1.33868	1.34197	33797	8",,,,,,,0
"2022-02-28 16:00:00	1.34196	1.34221	1.33861	1.34124	20202	6",,,,,,,0
"2022-02-28 20:00:00	1.34123	1.34244	1.3403	1.34216	10223	7",,,,,,,0
"2022-03-01 00:00:00	1.34214	1.34228	1.3405	1.3406	8658	11",,,,,,,0
"2022-03-01 04:00:00	1.34059	1.3437	1.34048	1.34231	15577	11",,,,,,,0
"2022-03-01 08:00:00	1.34233	1.34356	1.33865	1.34065	28421	9",,,,,,,0
"2022-03-01 12:00:00	1.34065	1.34195	1.33495	1.33516	33299	8",,,,,,,0
"2022-03-01 16:00:00	1.33516	1.33556	1.33019	1.33127	25951	6",,,,,,,0
"2022-03-01 20:00:00	1.33129	1.33356	1.33069	1.33348	9503	8",,,,,,,0
"2022-03-02 00:00:00	1.33346	1.33388	1.33142	1.33184	6357	13",,,,,,,0
"2022-03-02 04:00:00	1.33184	1.33213	1.32711	1.32905	17323	11",,,,,,,0
"2022-03-02 08:00:00	1.32905	1.33364	1.32753	1.33285	38578	10",,,,,,,0
"2022-03-02 12:00:00	1.33287	1.33557	1.33097	1.33134	40370	7",,,,,,,0
"2022-03-02 16:00:00	1.33137	1.33859	1.33109	1.33751	29026	6",,,,,,,0
"2022-03-02 20:00:00	1.33748	1.34073	1.3374	1.33963	13470	7",,,,,,,0
"2022-03-03 00:00:00	1.33957	1.34014	1.3377	1.33922	12636	11",,,,,,,0
"2022-03-03 04:00:00	1.33923	1.34176	1.33906	1.33917	10090	11",,,,,,,0
"2022-03-03 08:00:00	1.33917	1.33999	1.33624	1.33699	24128	7",,,,,,,0
"2022-03-03 12:00:00	1.33698	1.33925	1.33372	1.33396	33073	8",,,,,,,0
"2022-03-03 16:00:00	1.33397	1.33567	1.33173	1.33343	24723	6",,,,,,,0
"2022-03-03 20:00:00	1.33342	1.33545	1.33314	1.335	7153	7",,,,,,,0
"2022-03-04 00:00:00	1.33497	1.33519	1.33155	1.33357	28550	12",,,,,,,0
"2022-03-04 04:00:00	1.33352	1.3348	1.33188	1.33231	14514	11",,,,,,,-1
"2022-03-04 08:00:00	1.33231	1.33269	1.32821	1.32866	25262	7",,,,,,,-1
"2022-03-04 12:00:00	1.32867	1.32915	1.32019	1.32183	35243	7",,,,,,,-1
"2022-03-04 16:00:00	1.32189	1.32455	1.32048	1.32192	20318	6",,,,,,,-1
"2022-03-04 20:00:00	1.32193	1.32492	1.32171	1.32249	8012	7",,,,,,,-1
"2022-03-07 00:00:00	1.32112	1.32225	1.31847	1.32081	26190	14",,,,,,,-1
"2022-03-07 04:00:00	1.3208	1.32281	1.32004	1.32019	18421	11",,,,,,,-1
"2022-03-07 08:00:00	1.32023	1.32104	1.3141	1.31689	36501	8",,,,,,,-1
"2022-03-07 12:00:00	1.31688	1.32141	1.31175	1.31348	59330	10",,,,,,,-1
"2022-03-07 16:00:00	1.31347	1.31387	1.31016	1.31042	31922	6",,,,,,,-1
"2022-03-07 20:00:00	1.31045	1.31166	1.31015	1.31127	22231	7",,,,,,,-1
"2022-03-08 00:00:00	1.31129	1.31304	1.31012	1.31243	15991	13",,,,,,,-1
"2022-03-08 04:00:00	1.31244	1.31282	1.30817	1.30912	22232	10",,,,,,,-1
"2022-03-08 08:00:00	1.3091	1.31332	1.3087	1.3118	43643	7",,,,,,,-1
"2022-03-08 12:00:00	1.31179	1.31444	1.30852	1.31111	45010	7",,,,,,,-1
"2022-03-08 16:00:00	1.31111	1.31439	1.30894	1.31073	45711	5",,,,,,,-1
"2022-03-08 20:00:00	1.31073	1.31139	1.30878	1.30981	9905	7",,,,,,,-1
"2022-03-09 00:00:00	1.3098	1.31174	1.30977	1.31069	10753	10",,,,,,,-1
"2022-03-09 04:00:00	1.31071	1.31271	1.31071	1.31111	15356	10",,,,,,,-1
"2022-03-09 08:00:00	1.31109	1.31806	1.31045	1.3151	30536	7",,,,,,,-1
"2022-03-09 12:00:00	1.31505	1.31835	1.31369	1.31574	35137	8",,,,,,,-1
"2022-03-09 16:00:00	1.31574	1.31875	1.3153	1.31809	20563	6",,,,,,,-1
"2022-03-09 20:00:00	1.31812	1.31896	1.3172	1.31843	8039	6",,,,,,,-1
"2022-03-10 00:00:00	1.31843	1.31872	1.31432	1.31666	12630	12",,,,,,,-1
"2022-03-10 04:00:00	1.31667	1.31941	1.31642	1.31938	10663	9",,,,,,,-1
"2022-03-10 08:00:00	1.31938	1.31945	1.31413	1.31586	45588	7",,,,,,,-1
"2022-03-10 12:00:00	1.31586	1.31933	1.31185	1.31295	53426	9",,,,,,,-1
"2022-03-10 16:00:00	1.31294	1.3132	1.30915	1.30972	14977	6",,,,,,,-1
"2022-03-10 20:00:00	1.30973	1.3104	1.3081	1.31018	12069	7",,,,,,,-1
"2022-03-11 00:00:00	1.31019	1.31037	1.30745	1.30904	10899	12",,,,,,,-1
"2022-03-11 04:00:00	1.30907	1.31016	1.30669	1.30719	14349	11",,,,,,,-1
"2022-03-11 08:00:00	1.30718	1.31196	1.30505	1.31083	39325	8",,,,,,,-1
"2022-03-11 12:00:00	1.31083	1.31246	1.30728	1.30855	39289	8",,,,,,,-1
"2022-03-11 16:00:00	1.30857	1.30885	1.30352	1.30382	22037	7",,,,,,,-1
"2022-03-11 20:00:00	1.30382	1.30398	1.30271	1.30343	6579	7",,,,,,,-1
"2022-03-14 00:00:00	1.30491	1.30494	1.3011	1.30135	13896	11",,,,,,,-1
"2022-03-14 04:00:00	1.30134	1.30427	1.30092	1.30392	12645	10",,,,,,,-1
"2022-03-14 08:00:00	1.30392	1.3057	1.30189	1.30224	26995	8",,,,,,,-1
"2022-03-14 12:00:00	1.30223	1.3079	1.30223	1.30471	31190	7",,,,,,,-1
"2022-03-14 16:00:00	1.3047	1.30622	1.30008	1.30017	16962	6",,,,,,,-1
"2022-03-14 20:00:00	1.30018	1.30107	1.30005	1.30095	4433	7",,,,,,,-1
"2022-03-15 00:00:00	1.30094	1.30457	1.3	1.30455	16132	10",,,,,,,-1
"2022-03-15 04:00:00	1.30455	1.30509	1.3026	1.30322	23030	9",,,,,,,-1
"2022-03-15 08:00:00	1.30324	1.30589	1.30175	1.30505	28602	9",,,,,,,-1
"2022-03-15 12:00:00	1.30506	1.30883	1.30506	1.30663	32872	8",,,,,,,-1
"2022-03-15 16:00:00	1.30663	1.30682	1.30208	1.30473	16959	6",,,,,,,-1
"2022-03-15 20:00:00	1.30476	1.30486	1.30351	1.30437	6058	7",,,,,,,-1
"2022-03-16 00:00:00	1.30436	1.30569	1.30356	1.30522	13359	11",,,,,,,-1
"2022-03-16 04:00:00	1.30522	1.30639	1.30356	1.3039	12273	9",,,,,,,-1
"2022-03-16 08:00:00	1.30389	1.31053	1.30383	1.30932	25377	6",,,,,,,-1
"2022-03-16 12:00:00	1.30934	1.31165	1.30742	1.30948	33347	7",,,,,,,-1
"2022-03-16 16:00:00	1.30947	1.31552	1.30429	1.31532	44281	7",,,,,,,-1
"2022-03-16 20:00:00	1.31534	1.31564	1.31256	1.31397	11598	7",,,,,,,-1
"2022-03-17 00:00:00	1.31399	1.31628	1.31338	1.3154	22387	10",,,,,,,-1
"2022-03-17 04:00:00	1.3154	1.31807	1.31478	1.31804	15924	8",,,,,,,0
"2022-03-17 08:00:00	1.31802	1.32106	1.31538	1.32031	24314	6",,,,,,,0
"2022-03-17 12:00:00	1.32032	1.32033	1.30874	1.31575	33925	20",,,,,,,0
"2022-03-17 16:00:00	1.31575	1.31735	1.31453	1.31536	11962	6",,,,,,,0
"2022-03-17 20:00:00	1.31537	1.31586	1.31439	1.31582	5074	7",,,,,,,0
"2022-03-18 00:00:00	1.31587	1.31835	1.31508	1.31591	15187	12",,,,,,,0
"2022-03-18 04:00:00	1.31591	1.31726	1.3142	1.3155	15673	10",,,,,,,0
"2022-03-18 08:00:00	1.3155	1.31581	1.31217	1.31286	21364	7",,,,,,,0
"2022-03-18 12:00:00	1.31289	1.31767	1.31105	1.317	24887	7",,,,,,,0
"2022-03-18 16:00:00	1.31698	1.31967	1.31658	1.31811	14295	6",,,,,,,0
"2022-03-18 20:00:00	1.31811	1.31851	1.31734	1.31758	2341	8",,,,,,,0
"2022-03-21 00:00:00	1.31589	1.31707	1.31545	1.31572	10488	12",,,,,,,0
"2022-03-21 04:00:00	1.31572	1.31668	1.31455	1.31528	10570	11",,,,,,,0
"2022-03-21 08:00:00	1.31529	1.31698	1.31265	1.3141	23625	7",,,,,,,0
"2022-03-21 12:00:00	1.3141	1.321	1.31358	1.31994	22363	8",,,,,,,0
"2022-03-21 16:00:00	1.31994	1.32062	1.31549	1.31636	22686	6",,,,,,,0
"2022-03-21 20:00:00	1.31638	1.31708	1.31571	1.31687	5589	8",,,,,,,0
"2022-03-22 00:00:00	1.31685	1.31688	1.31327	1.31512	19367	8",,,,,,,0
"2022-03-22 04:00:00	1.3151	1.31516	1.31198	1.31393	20251	10",,,,,,,0
"2022-03-22 08:00:00	1.31391	1.32271	1.31308	1.32207	34149	8",,,,,,,0
"2022-03-22 12:00:00	1.3221	1.32735	1.32193	1.32585	30157	8",,,,,,,0
"2022-03-22 16:00:00	1.32588	1.32638	1.32466	1.32595	14932	5",,,,,,,0
"2022-03-22 20:00:00	1.32594	1.32712	1.32558	1.32656	4740	7",,,,,,,0
"2022-03-23 00:00:00	1.32658	1.32984	1.32655	1.32848	15194	8",,,,,,,0
"2022-03-23 04:00:00	1.32847	1.32914	1.32561	1.32607	16003	9",,,,,,,0
"2022-03-23 08:00:00	1.32609	1.32624	1.31995	1.32079	23433	7",,,,,,,0
"2022-03-23 12:00:00	1.32081	1.32142	1.31749	1.32113	25970	7",,,,,,,0
"2022-03-23 16:00:00	1.32115	1.32141	1.31973	1.32092	10927	6",,,,,,,0
"2022-03-23 20:00:00	1.32094	1.32108	1.3195	1.32049	4830	9",,,,,,,0
"2022-03-24 00:00:00	1.3205	1.32126	1.31833	1.31928	15066	11",,,,,,,0
"2022-03-24 04:00:00	1.31921	1.32051	1.31806	1.3182	18276	9",,,,,,,0
"2022-03-24 08:00:00	1.31818	1.32119	1.31567	1.32021	28115	8",,,,,,,-1
"2022-03-24 12:00:00	1.3202	1.32139	1.31668	1.31839	29482	9",,,,,,,-1
"2022-03-24 16:00:00	1.31838	1.31952	1.31668	1.31904	13726	6",,,,,,,-1
"2022-03-24 20:00:00	1.31909	1.31964	1.31806	1.31936	4456	9",,,,,,,-1
"2022-03-25 00:00:00	1.31937	1.32129	1.31836	1.32057	22772	9",,,,,,,-1
"2022-03-25 04:00:00	1.32056	1.32246	1.31862	1.31895	15817	9",,,,,,,-1
"2022-03-25 08:00:00	1.31894	1.31997	1.3159	1.31971	22528	8",,,,,,,-1
"2022-03-25 12:00:00	1.31973	1.32224	1.31785	1.3191	32395	8",,,,,,,-1
"2022-03-25 16:00:00	1.31909	1.31986	1.31787	1.31897	18850	6",,,,,,,-1
"2022-03-25 20:00:00	1.31898	1.31899	1.31774	1.31787	2309	9",,,,,,,-1
"2022-03-28 00:00:00	1.31726	1.31764	1.3145	1.31538	18964	9",,,,,,,-1
"2022-03-28 04:00:00	1.31539	1.31642	1.31303	1.31461	18818	10",,,,,,,-1
"2022-03-28 08:00:00	1.31461	1.31672	1.3105	1.31141	32894	8",,,,,,,-1
"2022-03-28 12:00:00	1.31145	1.31168	1.30665	1.30908	29976	8",,,,,,,-1
"2022-03-28 16:00:00	1.30906	1.30992	1.30819	1.30937	12130	7",,,,,,,-1
"2022-03-28 20:00:00	1.30937	1.31059	1.30873	1.30986	4416	6",,,,,,,-1
"2022-03-29 00:00:00	1.30985	1.31053	1.30778	1.30956	21980	11",,,,,,,-1
"2022-03-29 04:00:00	1.30954	1.31153	1.30863	1.30913	20381	11",,,,,,,-1
"2022-03-29 08:00:00	1.30912	1.31481	1.30506	1.31281	50203	8",,,,,,,-1
"2022-03-29 12:00:00	1.31284	1.31592	1.31223	1.31292	57058	9",,,,,,,-1
"2022-03-29 16:00:00	1.31291	1.31291	1.30597	1.30983	17309	8",,,,,,,-1
"2022-03-29 20:00:00	1.30983	1.31022	1.30847	1.30924	5100	12",,,,,,,-1
"2022-03-30 00:00:00	1.30925	1.31112	1.30881	1.31065	22316	9",,,,,,,-1
"2022-03-30 04:00:00	1.31067	1.31336	1.30985	1.31265	26079	11",,,,,,,-1
"2022-03-30 08:00:00	1.31267	1.31611	1.31171	1.31589	32441	9",,,,,,,-1
"2022-03-30 12:00:00	1.31588	1.31823	1.31457	1.31495	33393	8",,,,,,,-1
"2022-03-30 16:00:00	1.31493	1.31549	1.31265	1.31334	10556	7",,,,,,,-1
"2022-03-30 20:00:00	1.31335	1.3139	1.31303	1.31369	12709	9",,,,,,,-1
"2022-03-31 00:00:00	1.31369	1.31436	1.31143	1.31161	25169	11",,,,,,,-1
"2022-03-31 04:00:00	1.31159	1.31478	1.31094	1.3135	20073	10",,,,,,,-1
"2022-03-31 08:00:00	1.31347	1.31431	1.31103	1.31253	30956	8",,,,,,,-1
"2022-03-31 12:00:00	1.31253	1.31754	1.3106	1.31497	41161	9",,,,,,,-1
"2022-03-31 16:00:00	1.31498	1.31526	1.31299	1.31367	14834	7",,,,,,,-1
"2022-03-31 20:00:00	1.31367	1.31514	1.31308	1.31451	25007	8",,,,,,,-1
"2022-04-01 00:00:00	1.3145	1.31467	1.31215	1.31341	16564	10",,,,,,,-1
"2022-04-01 04:00:00	1.3134	1.31385	1.31127	1.31227	18969	9",,,,,,,-1
"2022-04-01 08:00:00	1.31229	1.31454	1.31151	1.31303	22951	8",,,,,,,-1
"2022-04-01 12:00:00	1.31302	1.31345	1.30862	1.31124	29403	8",,,,,,,-1
"2022-04-01 16:00:00	1.3112	1.31141	1.30918	1.31132	10839	7",,,,,,,-1
"2022-04-01 20:00:00	1.31133	1.31154	1.31085	1.31112	2199	9",,,,,,,-1
"2022-04-04 00:00:00	1.31042	1.31196	1.31011	1.31147	15709	10",,,,,,,-1
"2022-04-04 04:00:00	1.31147	1.31367	1.3114	1.31274	17746	10",,,,,,,-1
"2022-04-04 08:00:00	1.31274	1.31288	1.30927	1.30963	26484	9",,,,,,,-1
"2022-04-04 12:00:00	1.30965	1.31287	1.30947	1.31151	23567	9",,,,,,,-1
"2022-04-04 16:00:00	1.31148	1.31203	1.30964	1.31145	13638	7",,,,,,,-1
"2022-04-04 20:00:00	1.31145	1.31164	1.3111	1.31123	2807	9",,,,,,,-1
"2022-04-05 00:00:00	1.31122	1.31223	1.31055	1.31135	10271	9",,,,,,,-1
"2022-04-05 04:00:00	1.31134	1.31445	1.31064	1.31257	21988	9",,,,,,,-1
"2022-04-05 08:00:00	1.31256	1.31421	1.3115	1.31342	23444	9",,,,,,,-1
"2022-04-05 12:00:00	1.31342	1.31666	1.30974	1.30992	35022	10",,,,,,,-1
"2022-04-05 16:00:00	1.30992	1.31013	1.30665	1.30775	13801	8",,,,,,,-1
"2022-04-05 20:00:00	1.30776	1.30819	1.30696	1.30763	11877	10",,,,,,,-1
"2022-04-06 00:00:00	1.30764	1.30774	1.30566	1.30723	16256	9",,,,,,,-1
"2022-04-06 04:00:00	1.30722	1.30757	1.30452	1.30659	19626	8",,,,,,,-1
"2022-04-06 08:00:00	1.3066	1.31078	1.30631	1.30851	26366	8",,,,,,,-1
"2022-04-06 12:00:00	1.30852	1.30994	1.30678	1.30804	25898	8",,,,,,,-1
"2022-04-06 16:00:00	1.30804	1.31027	1.30479	1.30734	28443	7",,,,,,,-1
"2022-04-06 20:00:00	1.30734	1.30759	1.30638	1.30688	3714	9",,,,,,,-1
"2022-04-07 00:00:00	1.30689	1.30834	1.30683	1.30782	10908	10",,,,,,,-1
"2022-04-07 04:00:00	1.30783	1.31063	1.30749	1.30897	15258	10",,,,,,,-1
"2022-04-07 08:00:00	1.30896	1.30948	1.30624	1.30815	32634	9",,,,,,,-1
"2022-04-07 12:00:00	1.30815	1.30868	1.30516	1.30591	27717	10",,,,,,,-1
"2022-04-07 16:00:00	1.30588	1.30755	1.30522	1.30738	11810	7",,,,,,,-1
"2022-04-07 20:00:00	1.30737	1.30857	1.30656	1.30684	5340	9",,,,,,,-1
"2022-04-08 00:00:00	1.30684	1.30769	1.30643	1.30692	11739	12",,,,,,,-1
"2022-04-08 04:00:00	1.30693	1.30736	1.30258	1.30408	15429	9",,,,,,,-1
"2022-04-08 08:00:00	1.30407	1.30544	1.30215	1.30309	19792	8",,,,,,,-1
"2022-04-08 12:00:00	1.30309	1.30318	1.29816	1.30305	23452	9",,,,,,,-1
"2022-04-08 16:00:00	1.30305	1.30393	1.30213	1.30331	10477	7",,,,,,,-1
"2022-04-08 20:00:00	1.30335	1.30375	1.30295	1.30305	1440	10",,,,,,,-1
"2022-04-11 00:00:00	1.30294	1.30315	1.30083	1.30138	15929	11",,,,,,,-1
"2022-04-11 04:00:00	1.30139	1.30291	1.29885	1.30275	20569	11",,,,,,,-1
"2022-04-11 08:00:00	1.30274	1.30566	1.30187	1.30296	21412	8",,,,,,,-1
"2022-04-11 12:00:00	1.30293	1.30466	1.30181	1.30317	27109	8",,,,,,,-1
"2022-04-11 16:00:00	1.30316	1.30383	1.30192	1.30227	10241	7",,,,,,,-1
"2022-04-11 20:00:00	1.30226	1.30319	1.3021	1.30223	10773	11",,,,,,,-1
"2022-04-12 00:00:00	1.30224	1.30376	1.30041	1.3023	11344	10",,,,,,,-1
"2022-04-12 04:00:00	1.30229	1.30344	1.30014	1.30146	18745	12",,,,,,,-1
"2022-04-12 08:00:00	1.30146	1.30217	1.29937	1.30216	22696	8",,,,,,,-1
"2022-04-12 12:00:00	1.30216	1.30535	1.30071	1.303	39753	8",,,,,,,-1
"2022-04-12 16:00:00	1.30299	1.3045	1.29989	1.30016	17933	8",,,,,,,-1
"2022-04-12 20:00:00	1.30018	1.3004	1.29979	1.30014	4301	7",,,,,,,-1
"2022-04-13 00:00:00	1.30015	1.30143	1.2987	1.30124	12354	10",,,,,,,-1
"2022-04-13 04:00:00	1.30123	1.30267	1.29728	1.29994	17312	10",,,,,,,-1
"2022-04-13 08:00:00	1.29994	1.30244	1.29935	1.29992	18837	8",,,,,,,-1
"2022-04-13 12:00:00	1.29994	1.30747	1.29898	1.30705	28152	8",,,,,,,-1
"2022-04-13 16:00:00	1.30704	1.31145	1.30703	1.31092	15215	7",,,,,,,-1
"2022-04-13 20:00:00	1.31097	1.31229	1.30933	1.31182	4013	9",,,,,,,-1
"2022-04-14 00:00:00	1.31184	1.31412	1.31123	1.31345	13986	10",,,,,,,-1
"2022-04-14 04:00:00	1.31343	1.31471	1.31271	1.31312	14145	10",,,,,,,-1
"2022-04-14 08:00:00	1.31312	1.31462	1.31156	1.31161	19965	8",,,,,,,-1
"2022-04-14 12:00:00	1.3116	1.31244	1.30332	1.30506	45515	8",,,,,,,-1
"2022-04-14 16:00:00	1.30506	1.30822	1.305	1.30752	14503	7",,,,,,,-1
"2022-04-14 20:00:00	1.30751	1.30811	1.30543	1.30639	26854	10",,,,,,,-1
"2022-04-15 00:00:00	1.30638	1.30693	1.30435	1.30613	41435	114",,,,,,,-1
"2022-04-15 04:00:00	1.30614	1.3074	1.30482	1.3073	63104	57",,,,,,,-1
"2022-04-15 08:00:00	1.30727	1.30739	1.30558	1.30649	47702	25",,,,,,,-1
"2022-04-15 12:00:00	1.30648	1.30708	1.30582	1.30598	23245	40",,,,,,,-1
"2022-04-15 16:00:00	1.30598	1.30667	1.30567	1.30611	31241	54",,,,,,,-1
"2022-04-15 20:00:00	1.30611	1.30674	1.30526	1.30538	6830	46",,,,,,,-1
"2022-04-18 00:00:00	1.30566	1.30576	1.30252	1.30265	15828	9",,,,,,,-1
"2022-04-18 04:00:00	1.30265	1.30305	1.30061	1.30088	9723	11",,,,,,,-1
"2022-04-18 08:00:00	1.30088	1.30395	1.30082	1.30387	11528	10",,,,,,,-1
"2022-04-18 12:00:00	1.30389	1.30445	1.30135	1.30181	21103	10",,,,,,,-1
"2022-04-18 16:00:00	1.3018	1.30211	1.30045	1.30083	11432	8",,,,,,,-1
"2022-04-18 20:00:00	1.30086	1.3014	1.30007	1.30073	4110	11",,,,,,,-1
